job_title,job_description,rating,location,size,industry,sector,founded,salary_avg,skills_extracted
data scientist,"what we do matters: here at the knot worldwide, we believe in doing work that matters. in 15 countries around the world, our leading family of brands (the knot, weddingwire, bodas, gigmasters, the bump, how they asked, lasting, and more) inspire, inform, and celebrate our communities as they move through life's milestones. from the proposal to creating a home, and starting a family together, we're there for every step of the journey. our couples and business partners depend on us. they're all in. so are we. about the role and our team: the knot worldwide is in search of a full-time data scientist. our data scientists work with stakeholders across all departments within the company. they answer strategic questions and provide insight to internal decision makers ranging from executives and senior management to product managers and team leads. they also work with our product team to develop data driven algorithms that improve features on the website. responsibilities: create smarter product solutions for our couples and vendors answer strategic questions by analyzing behavioral data communicate, collaborate and present results to clients within the knot worldwide explore novel ways to look at our data successful data scientist candidates have: master's degree or ph.d. preferred proficiency in key statistical and machine learning techniques (predictive modeling, classification, clustering, text analytics, recommender systems , data mining methods, forecasting, and other advanced techniques) proficiency with r or python familiarity with common linux command line tasks and version control software like git or svn preferable ability to communicate effectively and influence others ability to work in a fast paced environment and shift gears quickly at the knot worldwide, we believe you are more than a resume and invite you to go for it, take the leap of faith, and apply for this job if it sparks your passion to join tkww and make a difference! what we love about you: you deeply understand our users and put them at the center of everything you do. you aim to serve and delight them every day. you are respectful and act with the highest integrity. you ask questions to understand a perspective and are comfortable respectfully challenging assumptions. you set clear ambitious goals. you anticipate obstacles, persevere, and are accountable for your commitments. you aren't afraid to challenge the status quo and know that there's no such thing as failure if you learn from it. you seek out feedback and never settle in your quest to grow and develop. by being here, you make our company stronger. what you love about us: the knot worldwide offers a unique employee experience and we are deeply proud of our award-winning culture. from flexible vacation and generous parental leave benefits to promoting wellness and giving back to our community, we believe in happiness above all else—in and out of the office. ---- the knot worldwide provides equal employment opportunities (eeo) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, or disability. in addition to federal law requirements, the knot worldwide complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. the knot worldwide expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. -- this position is not eligible for sponsorship. -- if you are a resident of california, by submitting your application, you acknowledge that you've read the california privacy notice.",3.5,"Washington, DC",1001 to 5000 employees,Internet,Information Technology,2019,105.0,"home, inspire, inform, strategic, insight, develop, data driven algorithms"
data scientist,"job brief the ideal candidate will have previous data modeling experience. strong preference will be given to candidates with an actuarial background in the property and casualty insurance space. overview ifg companies is in search of a data scientist to join its growing predictive modeling team. the ideal candidate will have previous data modeling experience. strong preference will be given to candidates with an actuarial background in the property and casualty insurance space. responsibilities build predictive and/or machine learning models in sas research new statistical and mathematical techniques that are suitable and helpful for solving business related problems prepare data for modelling and make best/creative use of applicable and available internal or external data identifying and integrating new datasets that can be leveraged for modeling efforts support related processes around effectively deploying model to business effectively communicate results in written, oral and presentation formats to technical and non-technical audiences qualifications bachelor’s degree in statistics, applied mathematics, or related discipline 3+ years of data modeling or similar experience. experience with predictive modeling (classification, regression, parameter tuning, optimization criteria, feature selection), preferably with multiple techniques experience in model validation techniques, model testing and continuous monitoring of model performance experience in property & casualty insurance is strongly preferred. demonstrated experience working with large relational data sets. working knowledge in sas, r, python or another platform to develop and implement predictive models. ability and willingness to quickly gain knowledge of sas enterprise guide and enterprise miner. ability to communicate complex technical information in common language to foster teaching and analytics guidance to internal customers. advanced experience in analytics, data cleaning, and predictive modeling. ability to write queries in sql. detail-oriented and ability to work collaboratively physical demands physical demands are considered to be that of an office environment, climate controlled, with minimal physical exertion. this position requires prolonged sitting, ability to utilize a computer and interactions with others in meetings or via phone. benefits we offer a competitive compensation and benefits package including medical, dental, vision, 401(k), flexible spending, short-term and long-term disability insurance, life insurance, long-term care, education assistance and paid time off. ifg companies is an equal opportunity employer committed to a diverse workforce. m/f/d/v",2.9,"New York, NY",201 to 500 employees,Insurance Carriers,Insurance,1985,105.0,"predictive, research, modelling, support, communicate, data modeling, modeling, mathematical techniques, casualty, business, datasets, data, statistical, actuarial, deploying, machine learning, property, insurance"
data scientist 3 (718),"amyris has developed a high-throughput genetic engineering platform for designing and building custom microbes to serve as living factories. using an industrial scale fermentation process, our microbes convert cheap sugars into a wide variety of high-value target molecules. our end products directly impact millions of lives. we are pragmatic idealists seeking a profitable way to make the world a better place. we are convinced synthetic biology is here to stay and will have a major positive impact on our planet and everyday life. within amyris r&d, we are searching for a highly energetic, curious, and self-motivated data scientist with a strong background in statistics, computing and biology to join our data science and computing team. research at amyris is a highly multidisciplinary effort that needs brilliant contributions from life sciences and engineering disciplines in order to take projects from concept to market. from hacking directly on dna in the lab to full scale factory production, every aspect of our work is facilitated and accelerated by quantitative science and software & hardware automation. the data science and computing team works hand-in-hand with bench scientists and builds tools that enable genome engineering, protein engineering, metabolic modeling, omics experiment analysis, statistical design of experiments and machine learning models in pursuit of making better microbial strains or fermentation processes. in short, we help accelerate the design-build-test-analyze cycle in synthetic biology. key responsibilities: iteratively develop computational algorithms, analyses, visualization tools and machine learning models to meet evolving scientific needs and to aid rapid data-driven decision making while working with a variety of data types including: genotype (ngs), phenotype (metabolomics, proteomics, gc/ms, spectroscopy, fermentation), material flow build version-controlled, computational workflows to analyze and model rich, high-throughput phenotype data interact closely with a cross-disciplinary teams of biology, analytical chemistry, and fermentation scientists to build data science products collaborate with automation engineers and software developers to mine experimental data and metadata from in-house enterprise systems communicate algorithms, analyses, and results to both technical and general r&d audiences required qualifications: degree in quantitative discipline such as computer science, mathematics, computational biology, electrical engineering, bioengineering or equivalent. ph.d. plus 1-3 years experience, or m.s. plus 3-6 years experience. minimum of 1-3 years experience analyzing & visualizing large scientific datasets representing biological & chemical phenotypes intermediate (undergraduate level) understanding of biology topics including: genetics, cell physiology, biochemistry, evolution experience with programming best practices (unit testing, ci/cd, etc) and version control while contributing to or maintaining large codebases expertise with scripting programming languages (python is preferred) hands-on experience with machine learning frameworks and concepts outstanding communication and interpersonal skills ability to thrive in a fast-paced and intellectually rigorous environment creativity, independent thinking, and passion preferred qualifications: background in mass spectrometry informatics, high throughput sequencing, spectrophotometry, or industrial fermentation experience in a microbiology or synthetic biology setting #li-dj1 amyris, a leader in industrial synthetic biology, uses its innovative bioscience solutions to achieve renewable products by converting plant sugars into hydrocarbon molecules. amyris’ molecules are used in wide range of specialty & performance chemicals, flavors & fragrances and in applications ranging from cosmetics to biofuels. learn more at www.amyris.com. under the california consumer privacy act of 2018 (“ccpa”), amyris is required to inform california residents who are our job applicants (“applicants”) about the personal information we collect about you when you apply to a job on this site. as an applicant, you have the right to know and understand the categories of personal information we collect about you, and the purposes for which the categories of personal information shall be used, pursuant to the ccpa. by clicking the “apply for this job” button below and submitting your job application, you agree you have reviewed the complete privacy notice for employees, independent contractors and job applicants. if you have any questions regarding this information, please contact amyris at privacy@amyris.com as a vevraa federal contractor, amyris is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. amyris complies with applicable state and local laws governing nondiscrimination in employment. if you are a recruiter or placement agency, please do not submit resumes to any person or email address at amyris, inc. prior to having a signed agreement. amyris is not liable for and will not pay placement fees for candidates submitted by any agency other than its approved recruitment partners. furthermore, any resumes sent to us without an agreement in place will be considered your company’s gift to amyris and may be forwarded to our recruiters for their attention.",3.3,"Emeryville, CA",201 to 500 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2003,105.0,"sugars, living factories, research, biology, statistics, life sciences, engineering, self-motivated, computing, dna, industrial scale, genetic engineering, data science, building, designing"
"real world science, data scientist","title: real world science, data scientist location: gaithersburg, md at astrazeneca we turn ideas into life changing medicines. working here means being entrepreneurial, thinking big and working together to make the impossible a reality. were focused on the potential of science to address the unmet needs of patients around the world. we commit to those areas where we think we can really change the course of medicine and bring big new ideas to life. job description the real world science & digital team is a growing group within astrazenecas global evidence function which is driving the scientific use of real world data to accelerate the way patients access innovative medicines. the real world science and digital team comprises of a core quantitative group, digital platform leads and data strategy experts providing astrazeneca with an enterprise hub for real world science. astrazeneca has a rich history in real world evidence, having developed a coherent strategy to develop and internalize data assets the group is now amplifying those investments through a dedicated real world data science capability. real world data scientists who are successful in this role will work on challenging problems, using innovative approaches to accelerate the delivery of real world insights and evidence for key internal and external stakeholders. the ideal candidate for this role will bring a proven track record of delivering value through the leverage of routinely collected data from healthcare settings to provide health analytics and insights in a range of contexts including public health, pharmaceutical research and development and commercial/ payer. they will collaborate with colleagues in epidemiology, statistics and payer, giving scientific and technical guidance on study design, rw data selection and best practice in rw data utilization. in addition, they will assist in advancing and shaping azs real world science data strategy through the due diligence on new data providers/vendors, informatics support for data acquisitions in a range of therapeutic areas. the role will promote best practice in real world data science across multiple domains, and/or stakeholder groups. typical accountabilities collaborate with payer and epidemiology teams to maximise the value derived from large observational research data deliver analyses of data from emr, claims and primary observational data required by ta rwe strategies support the development of ivs strategies and selection of optimised contact models for prioritised markets through analysis of rwd provide scientific guidance on the application of real world evidence and observational research data to address issues across the oncology and biopharmaceuticals business units provide technical input, options and directions to strategic decisions made by az observational study teams on study design, data partner selection and best practices in rwe data utilization support technical teams to provide access to analytical tools and develop visual analytics to enable self-serving applications for end customers provide clear technical input, options, and direction to strategic decisions on rwe platform and capability build provide support for strategic decisions on az medical evidence and observational research external collaborations in the us and other markets assist in building a capability that becomes a source of sustained competitive advantage for az in identifying, acquiring, integrating and mining diverse rw data from multiple geographic and healthcare system sources to support evidence generation and real-world studies evaluate and assess strengths and weaknesses of external rw data sources, and potential partners for advancing the data strategy for specific therapeutic areas maintain a strong insight into the capabilities of potential external partners in rwe, especially for us and emerging markets. education, qualifications, skills and experience key relationships to reach solutions internal (to az or team) payer evidence & planning epidemiologists observational research teams oncology and biopharmaceuticals medical affairs leads product and portfolio strategy medical evidence planning key experts in data science /analytics environments at az, and external partner organizations. external (to az) az rws existing, prospective or potential partner organizations, key academic collaborators and thought leaders essential requirements phd or ms in data science or other advanced degree in life sciences with post doctoral or other training/work in medical/health informatics or related field experience in real-world evidence and familiarity with health economics/epidemiology, and quantitative science such as health outcome modelling expertise in emr/health it, disease registries, and insurance claims databases expertise in clinical data standards, medical terminologies and controlled vocabularies used in healthcare data and ontologies (icd9/10/readcode) experience in supporting pharmacoepidemiology studies with proven track record of advancing approaches with data science experience in statistical analysis plan (sap) generation and execution for observational studies expertise in methods development and application using statistical languages such as r/matlab/sas/sql/hadoop/python experience in advanced visualisation and visual analytics of routinely collected healthcare data desirable expertise in data mining approaches within healthcare settings generating insight from routinely collected healthcare data a history of patient care or equivalent background of working at a patient care setting that allows the candidate to bring medical perspective into real-world evidence generation and observational studies demonstrated ability to build long-term relationships with stakeholders at senior levels, understand relevant scientific/business challenges at a deep level and translate into a programme of informatics activities to deliver defined value ability to lead & manage multi-disciplinary data science projects strong track record of delivering large, cross functional projects experience working in a global organization and delivering global solutions use of machine learning and artificial intelligence in the generation of hypotheses within real world data",4.0,"Gaithersburg, MD",10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1913,105.0,"data strategy, strategy, science, digital platform, real world science, scientific, enterprise, internali, entrepreneurial, life, world, real world data"
data scientist,"the senior data scientist will build and improve analytic pipelines to consolidate multiple data sources, perform analytic processing, and produce actionable business information (e.g., top-10 lists, pattern-matches, exceptions, or lists of #39;needles in the haystack#39;). s/he will apply hands-on development skills and experience as an expert in analytics, data science, pattern recognition, and",3.6,"Washington, DC",51 to 200 employees,IT Services,Information Technology,2001,105.0,"analytics, development, analytic pipelines, pattern recognition, business, analytic processing, data, data science"
data engineer,"job description why consider opi, and why do people dig working here? variety of consulting; new technologies, projects, and people on a regular basis. stability; we’ve been around since 1996 and have a diverse mix of clients and technologies to keep us busy, very busy. and we keep a bench. if you’re not on a project, you’re writing software for our internal business functions or you’re learning new technologies. it’s in our benefit to make our consultants as marketable as possible. that’s good for your career. no politics or management; we don’t get in the way. why sit in meetings all day when you can code and be productive? awesome benefits; free healthcare for your entire family (yes, free), 24 days of pto + 10 days of sick time, quarterly profit sharing bonuses, you get paid ot, company trips (to mexico), 3 company lake cabins/homes, various quarterly company events, new macbook pro’s, free beer/soda, chips, candy, and so much more. you work with the best. do an object partners search on linkedin and see the types of talent we hire. you truly get to work with intelligent, passionate engineers that share the same goal of building great software the right way. low company overhead. it all means more money back into our consultants pockets (profit sharing) or company trips and events to share in the financial success. qualifications architecture and design of highly available/scalable distributed systems. design and development of streaming data platforms using kafka streams, spark, flink, storm, beam or cloud dataflow. experience with functional/event-driven programming. nosql technologies such as elasticsearch or cassandra. messaging technologies such as rabbitmq, kafka or kinesis. sql on hadoop technologies such as hive, impala or presto. cloud services such as aws, azure, gcp or openstack. jvm languages such as java, groovy, kotlin or scala. service frameworks such as spring boot, ratpack, vert.x, or play. knowledge of data analytics, visualization and governance. knowledge of operating big data production solutions at scale. knowledge of ci/cd pipelines and devops culture. passion for software development. someone that loves what they do, that aren’t just in it for a paycheck. do you have dev projects going on at home at all times? new projects, new teams, new technologies means having to adjust and learn all the time. you might get thrown on a devops project as well, so having the ability to jump in and get your feet wet without hesitation is important. if you don’t want to grow and learn, we’re not a fit. positive, can-do attitude. we can teach the technology, but we can’t teach how to approach client challenges with a positive, helpful demeanor. the best consultants aren’t the most technical (although that sure helps), it’s the consultant that will do whatever it takes to see a client be successful, no matter what they throw at you.",4.7,"Saint Louis, MO",51 to 200 employees,Consulting,Business Services,1996,105.0,"management, soda, chips, cabins, healthcare, macbook, bench, consulting, productive, technologies, politics, code, candy, beer"
data scientist - image and video analytics,"company industry: technology opportunity: the mom project is helping to source candidates for the above client who is looking for a data scientist - image and video analytics commitment level: 40 hours per week, on-site, 10% travel our customer is a data storage company. they help maximize humanity’s potential by delivering world-class, precision-engineered data solutions developed through sustainable and profitable partnerships. they honor their people’s craftsmanship, take great pride in successfully collaborating with their partners, and care deeply about customers and their data. their solutions help protect memories, business intelligence, communication records, and so much more. overview: we are seeking a staff data scientist - image and video analytics to support the operations & technology advanced analytics group. what you’ll do: • this role is to facilitate the advancement of modern analytical techniques across seagate organizations • leverage and/or develop innovative data mining and machine learning methods to solve novel and diverse business problems • focus on image/video analytics, edge computing projects by applying techniques in machine learning, deep learning, and statistical algorithms • develop data science solutions for analytics challenges in the areas of edge computing, iot sensors, industry 4.0, prognostics and health management, and other technical areas • quantify the effectiveness and value of innovations with subject matter experts • provide technical advice and coaching to the junior analytics staff about you: • evangelist and an assessor in promoting new ways of diving into complex issues while assessing current practices and identifying areas where training or knowledge would help • strong oral and written communication skills • strong business mindset with the ability to condense complex analysis and technical concepts into clear and concise takeaways for business leaders • self-starter with the ability to drive initiatives and influence • ability to work alone as well as in a team environment • collaborative attitude and a global mindset with an ability to work well with native and non-native english speakers • demonstrated leadership skills along with the ability to lead a team; mentor junior staff and closeout technical projects must haves: • 8 years of experience • proven track record in solving industrial image and video analytics problems; computer vision and a willingness of deep learning of industry standards is required. • hands-on experience in developing and deploying image and video analytics solutions • good understanding of image/video analytics lifecycle from image/video data gathering, processing, model development, verification, deployment, and model updating • high proficiency in python • hands-on skills in machine learning, deep learning, statistical algorithms, data mining, data structures, and data engineering • proven track record in delivering analytics solutions using tensorrt, time series analysis, keras, tensorflow, cnn, gan, and rnn techniques • kubernetes/docker; microservices deployment and design patterns, restful web services, web applications, and dashboard development • hadoop, spark, and cloud computing infrastructures • ability to deploy data science solutions in cloud analytics infrastructure, aws • ability to participate in conference calls outside of regular local work hours education: bachelor’s degree desired education: masters or phd hours & location: standard m-f, 40 hours/week. the position will be starting in longmont, co. there is no remote capability for this role.",4.9,"Longmont, CO",1 to 50 employees,Staffing & Outsourcing,Business Services,2016,105.0,"analytics, data storage, engineered, analytical techniques, communication, operations, business intelligence, technology, data, collaborating"
data scientist,"lightspeed systems partners with schools to make learning safe, mobile and easily managed. currently serving 15 million students and 28,000 schools in 35 countries, we are growing! we're looking to add passionate, driven people to help us fulfill our mission. are you looking for a challenging role where you can learn lots more and have an impact? lightspeed systems is hiring a data scientist to join our team. this is a high visibility role. success in this role comes from marrying a strong data & modeling background with acute product and business acumen to deliver highly strategic and compelling insights that accelerate our business growth and influence our product decisions. about the role creating, validating, and maintaining statistical models define and drive data-driven product/features, selecting appropriate combination of methods and tools to exceed customer’s expectations proactively analyze data to answer key questions from stakeholders or out of self-initiated curiosity with an eye for what drives business performance, investigating and implementing improvements in efficiency and productivity participate in strategic planning discussions - interface with customers, gathering requirements, collaborating with product managers and delivering working prototypes create and maintain interactive visualizations through data interpretation and analysis, integrating various reporting components from multiple data sources define, implement, and train statistical, machine learning, and deep learning models about you bachelors or masters in computer science, statistics, math, finance or other quantitative field. 3+ years of relevant experience in a data science. strong communication and interpersonal skills as you’ll work cross-functionally across the organization (marketing, finance, sales, etc.—you will work with every department) experience using supervised and unsupervised modeling techniques including but not limited to decision trees, regressions, k-means, and neural networks. ability to define and spot macro and micro levels trends with statistical significance on a regular basis and understand key drivers driving those trends. work closely with data engineering team to ensure robust data pipelines and model deployment. must be an analytical and creative thinker: wherever possible, you look to resolve questions with data. strong attention to detail and accuracy – you will be organizing and disseminating significant amounts of information on which business decisions will be made you have a growth mindset you hold yourself accountable for delivering results you work well with teams and help those around you improve. desired tools/languages sql python, pyspark and other statistical packages/scripting languages experience with aws cloud environment and other cloud tools: tensorflow, cloudml experience with traditional data stores (postgresql, sql server, mysql), nosql datastores (cassandra, dynamodb), and file system stores (hdfs, s3 applicants must be authorized to work for any employer in the us. we are unable to sponsor or take over sponsorship of employment visa at this time. about us education is undergoing a technology revolution with new devices and tools being added to the classroom every day and it departments are responsible for keeping all this technology managed, safe and working. that is where we come in! lightspeed systems, ed-tech provider and leader in k-12 device filtering for 20 years, partners with schools to make learning safe, managed and mobile. learn more at www.lightspeedsystems.com. we love our employees, and we show it. a sneak peek into our benefits & perks include: health -- medical, dental and vision insurance with healthy company contribution toward premiums. wellness -- lightspeed kicks cash into your hsa if you participate our hdhp. employees are provided an adjustable desk and onsite gyms at some offices. healthy holiday and pto policy. retirement -- 401(k) matching up to 6% perks -- fully stocked kitchen with snacks and beverages. some lunches provided as well!",4.3,"Austin, TX",51 to 200 employees,Computer Hardware & Software,Information Technology,1999,105.0,"product, business acumen, modeling, mission, validating, insights, business, statistical models, analyze data, strategic, maintaining, creating, data, data-driven product"
"data science manager, payment acceptance - usa","build out rigorous observability and optimizations across the many ways payments are accepted at stripe at stripe, data science managers grow teams and inspire them to rigorous work that shapes our decisions and products. we're looking for an experienced data science manager to lead our team supporting payment acceptance. the acceptance team is focused on optimizing hundreds of billions a year in payments volume, expanding how consumers and businesses pay using payment methods around the world, and building a checkout experience that improves conversion rate over time. we need your help in building out a culture of rigorous measurement, experimentation, and optimization. you will: lead a team of data scientists and analysts to: define and measure key outcome metrics for our products + systems design and analyze experiments to improve the conversion funnel for charge submission on stripe as well as to ensure those charges have the maximum likelihood of being accepted by our financial partners. apply statistical methods, causal inference, and machine learning to inform product decisions and optimize our products and systems partner closely with product and engineering teams to identify and prioritize the most important data science projects recruit great data scientists and analysts, in collaboration with stripe's recruiting team develop data scientists and analysts on the team, helping them advance in their careers, providing them with continuous feedback you'd ideally have: 5-7+ years of data science experience; 2-3+ years of management experience a phd or ms in a quantitative field (e.g., statistics, economics, sciences, mathematics, engineering) expert knowledge of a scientific computing language (such as r or python) and sql strong knowledge of statistics and experimental design ability to communicate results clearly and a focus on driving impact",4.0,"San Francisco, CA",1001 to 5000 employees,Internet,Information Technology,2010,105.0,"measurement, experimentation, systems design, inspire, financial, optimizing, conversion, observability, analyze, metrics, optimization, outcome"
data analyst,"what are we looking for in a data analyst? as a member of the information services department, the data analyst supports comprehensive?s technology and business initiatives by coordinating the collection, storage, and utilization of essential data. this position will work closely with leadership and other staff to determine data needs for specific projects or ad hoc requests, and then gather, interpret, and present the information to the team. the work of the data analyst will impact day-to-day clinic operations as well as business decisions, so a high degree of accuracy, thoroughness, and timeliness are essential. previous experience performing data analytics in the healthcare field is required. data analyst duties may include: integrating data from internal & external sources and performing extract, transform, and load operations to data in various applications analyzing data to identify and interpret patterns or trends in data sets performing data audits to identify problem areas & implementing strategies to optimize data integrity and process improvements assisting with the design & implementation of database warehouse structure and developing standards for the design of data elements supporting the implementation, testing, and validation of data & software systems assisting with ongoing data architecture processes & governance providing tier ii technical support to employees documenting all work as necessary education & experience: bachelor's degree in computer science or a related field and three years of related data analysis experience in a healthcare setting. other requirements: driver's license, vehicle liability insurance",2.6,"Yakima, WA",501 to 1000 employees,Health Care Services & Hospitals,Health Care,1971,105.0,"data analytics, integrating data, applications, healthcare, data sets, analyzing data, transform, extract, technology, data"
data scientist / applied mathematician,"fullpower® designs, develops and operates a complete platform for hybrid edge/cloud ai, algorithms, big data, predictive analytics, together with end-to-end engineering services. the company’s platform is backed by a patent portfolio of 125+ patents. the company’s key areas of expertise are bio-sensing, non-invasive psg-level sleep technology. the company’s markets are in medical solutions, clinical trials, smarthome and wearable. fast growing with endless opportunities, come join the fullpower world-class team. fullpower is looking for a passionate, team-oriented, and self-motivated data scientist/applied mathematician. responsibilities: work with health data and time-series sensor data design machine learning and statistical models and inference algorithms develop visualizations and tools for understanding and annotating data optimize algorithms for running on embedded devices and in the cloud collaborate with an interdisciplinary team of scientists, engineers, mathematicians for quick deployment of solutions software skills: expertise in python and packages such as pandas, scikit-learn, etc. experience working with databases including familiarity with sql experience with a deep learning framework such as tensorflow, pytorch, or equivalent experience with amazon web services (aws) or google cloud is a plus leadership qualities: self starter strong interpersonal and communication skills education: bachelor’s degree or higher in mathematics, statistics, physics, computer science, or equivalent experience: experience applying data science and machine learning to real-world problems other requirements: fullpower does not sponsor work visas - must already be authorized to work in the united states",4.5,"Santa Cruz, CA",51 to 200 employees,Computer Hardware & Software,Information Technology,2003,105.0,"operates, visualizations, medical solutions, statistical models, big data, bio-sensing, algorithms, embedded devices, self-motivated, predictive analytics, cloud, annotating data, optimize algorithms, sensor data design, time-series, clinical trials, ai, machine learning, inference algorithms, develop, smarthome, collaborate, develops, health data, designs"
machine learning engineer,"we love programming and the excitement that comes with building something people use. we are the kind of people that love talking to users and can find the balance between solving a problem quickly and thinking about how your code will work in the future. we love to move fast, keep learning and get stuff done. our data science team is still in its early days and you'll have a big impact on our direction and how we operate. you'll be central to researching, developing and shipping products that help our customers learn and grow from their data. for this role, we're looking for people who have developed split brains--software engineers who have become great at writing machine learning code or data scientists who have become great software developers. technologies we use (not comprehensive!): python numpy, scipy, pandas aurora, cassandra, kafka html, javascript, react sagemaker how you will make a difference: analyze large data sets (we're collecting billions of individual actions every month). build products that enable our customers to grow faster and communicate more effectively with their customers. develop machine learning models and pipelines for research and production. who you are: have experience implementing machine learning models, data pipelines and testing frameworks for research and production use. have demonstrated a measurable impact based on the models you've created. it's not always easy getting a model correct, we love talking about places we got stuck and work as a team to think through ideas that could unblock us. have experience processing cloud-scale data using parallel, elastic, streaming and similar techniques. enjoy tuning and validating machine learning models and take a rigorous approach. understand how to profile code and optimize performance. aspire to correctness (e.g. in your code, in drawing conclusions from data) have a bachelor's or advanced degree in computer science, applied math, statistics or other relevant quantitative discipline, or equivalent industry experience. get to know klaviyo klaviyo is the world's leading owned marketing platform known for accelerating revenue for online businesses using the channels they own like email, web, and mobile. enabling companies to leverage these owned marketing channels, klaviyo makes it easy to store, access, analyze and use transactional and behavioral data to power highly-targeted customer and prospect communications. and unlike other marketing platforms, klaviyo doesn't force companies to compromise between advanced functionality or ease of use - so companies of all sizes are able to maximize their sales quickly. that's why over 28,000+ innovative companies like unilever, custom ink and eventbrite sell more with klaviyo.",4.8,"Boston, MA",201 to 500 employees,Computer Hardware & Software,Information Technology,2012,105.0,"scipy, developing, python, javascript, analyze, shipping, data science, learning, data sets, machine learning code, technologies, code, pandas aurora, building, programming, writing, html, cassandra, kafka, researching, data"
data scientist,"back to search results previous job next job job description a bit about our data science & analytics team kinship’s data science & analytics team is core to our strategy. we’re using digital, data and customer insights to transform our business by finding answers to problems that we’ve often never asked ourselves before. our vast data assets are being combined to build a 360° view of pets and pet owners to not only power kinship’s businesses but also influence the next great ideas in the petcare space. this role will be key in helping us understand the power of our data, and how this translates into value for our company, pets, and pet owners. frequently the projects will be ambiguous, but that’s part of the fun; you will determine the best way to leverage our data to tell the right story for any given audience. how you’ll create a better world for pets apply data science approaches to understand and predict pet and pet owner behaviors use machine learning techniques, visualizations, & statistical analysis to gain insight into various data sets – some readily available, and some you create and curate yourself collaborate with internal and external teams to ensure we focus on pet-centric product and service recommendations support new pet technology businesses and partners by generating actionable insights from our data assets develop compelling stories that provide insight into the drivers of business performance and pet/pet owner behavior who we need to chart the future of pet care we strive to hire people who are: optimistic. those who’s boundlessly energy and enthusiasm for what’s next shines through in everything they do. we seek to work with people who are intrinsically happy, and who will drive our vision and purpose while managing the complexities of our businesses. purposefully inquisitive. those who are courageous and use their deep business insights to cultivate innovation. we want the trailblazers in tech. those who are entrepreneurs at heart, ask the tough questions, adapt quickly to new situations, and analyze data in new ways to push our big ideas forward. open to all. those who are inclusive leaders, committed to learning, and leveraging our differences as strengths. we hire people who are naturally collaborative and thrive in a flat and flexible organization. those who are thoughtful communicators, and seek to foster meaningful relationships across our community of diverse partners. and for this role, we hope you have the following skills we require to round out our team: exceptional written & verbal communication, coupled with critical thinking skills. truly inspired by, and want to live, our purpose of creating a better world for pets. 1+ years’ experience in a data science role handling varied and complex data proficiency in machine learning modeling and statistical thinking (random forest, decision trees, supervised and unsupervised modeling, etc.) hands-on experience with python is required; familiarity with pyspark is also desirable comfortable with ambiguity, with a passion for collaboration to achieve objectives a bachelor’s degree in quantitative field (economics, statistics, business, computer science) or equivalent experience if you also had these experiences, you’d knock it out of the dog park: passion for growing and strengthening a business using data driven approaches familiarity with cloud-based computing services e.g. aws, databricks, etc. enjoys explaining how models and systems work to both non-technical and technical stakeholders.",3.9,United States,10000+ employees,Food & Beverage Manufacturing,Manufacturing,1911,105.0,"search, analytics, strategy, customer insights, digital, machine learning, business, visualizations,, data assets, data, data science"
